sales_ID,sales_name,sales_email,sales_phone
S0239,Rina Kurniawan,owastuti@hotmail.com,(001) 357 4744
S0285,H. Artawan Riyanti,asirwanda60@gmail.com,086 410 9991
S0041,R. Viman Prasetya,hwibisono@hotmail.com,081 587 6304
S0455,"Dr. Mahfud Agustina, S.Pd",dewi06@gmail.com,+62-847-801-5153
S0373,Zizi Kuswoyo,pradiptayahya@hotmail.com,+62 (380) 763-8889
S0435,"Kayla Dongoran, S.Kom",yolandajagaraga@hotmail.com,+62-063-895-7304
S0156,Tgk. Karimah Saefullah,jyuniar@yahoo.com,088 369 5581
S0290,"R.A. Rika Ramadan, S.Pt",marwataprabowo@hotmail.com,+62-273-130-0036
S0048,drg. Nadia Halimah,pia94@gmail.com,0828955458
S0491,Prasetya Farida,piatamba@yahoo.com,+62-0781-319-6851
S0354,Mila Usamah,marsudiaryani@yahoo.com,0879120784
S0174,Digdaya Kurniawan,gadang02@gmail.com,+62 (86) 834 7214
S0305,Cut Ina Hidayat,mumpuni31@gmail.com,+62 (0563) 512 5563
S0375,Rafid Palastri,tami23@gmail.com,+62 (362) 304 1429
S0378,T. Kariman Sihotang,nyomansafitri@yahoo.com,(0810) 635 4511
S0179,Hj. Rina Rahimah,ilsabudiyanto@hotmail.com,+62 (27) 692-4596
S0321,Hilda Prakasa,afarida@yahoo.com,081 815 5238
S0458,"Irfan Tarihoran, M.Farm",vanya41@yahoo.com,+62 (868) 733-0416
S0242,"Maya Prabowo, M.Pd",hfirmansyah@gmail.com,+62-816-557-6725
S0372,"T. Hardi Rajata, S.Sos",ramadanluis@gmail.com,+62 (081) 746-6499
S0392,Violet Suartini,taswirkusmawati@yahoo.com,(0397) 221-5790
S0177,Maya Ramadan,hmarpaung@gmail.com,0820115732
S0119,Drs. Malika Wijaya,nasim68@gmail.com,+62 (0904) 751-8158
S0436,Titin Prayoga,mandasarikarja@yahoo.com,0812663419
S0360,"Martani Samosir, M.TI.",ysantoso@gmail.com,+62 (573) 506 4335
S0066,Artawan Nasyiah,isantoso@yahoo.com,+62-046-628-6945
S0348,Rafi Wacana,utamihadi@yahoo.com,085 725 6068
S0447,"Ir. Zelaya Tampubolon, M.TI.",mardhiyahfathonah@gmail.com,(0969) 962-9219
S0164,"KH. Elvin Hardiansyah, S.Kom",yunita53@yahoo.com,0806673419
S0106,Intan Yulianti,hastutigadang@gmail.com,+62 (0923) 069 7786
S0241,Usman Tampubolon,bakijanwinarsih@hotmail.com,+62-42-249-0643
S0282,Vera Natsir,ikhsansamosir@gmail.com,+62-814-104-9133
S0043,Karta Najmudin,kalim90@hotmail.com,+62-0641-417-3293
S0399,Arta Wahyudin,alikapurnawati@gmail.com,+62 (083) 995-1328
S0329,R.M. Rahman Prasetya,harjasauyainah@yahoo.com,+62 (743) 931-8232
S0223,Maria Ardianto,nadinerahmawati@yahoo.com,+62-61-955-8279
S0100,Alika Mansur,flaksita@yahoo.com,+62-0052-202-2742
S0188,"Asmadi Melani, M.Kom.",kurniawanprabu@gmail.com,+62 (031) 809-3350
S0427,"Puti Nadia Anggraini, S.Pt",mahendraelvina@yahoo.com,(050) 466-5910
S0186,"Edison Maheswara, S.T.",nalar54@hotmail.com,+62-083-081-7215
S0394,Martana Handayani,mpurnawati@gmail.com,+62-552-596-4529
S0155,Galur Maryati,sitompuldwi@yahoo.com,(0284) 194-4574
S0222,Edi Halim,kayunnababan@hotmail.com,+62 (026) 771 5532
S0413,Gasti Tarihoran,sihombingclara@gmail.com,+62 (0807) 149 0096
S0145,Gilda Nuraini,dodo56@gmail.com,+62 (010) 542 6338
S0025,Prayoga Irawan,wastutizahra@yahoo.com,+62 (040) 123-1860
S0305,Cut Ina Hidayat,mumpuni31@gmail.com,+62 (0563) 512 5563
S0242,"Maya Prabowo, M.Pd",hfirmansyah@gmail.com,+62-816-557-6725
S0495,"Shakila Haryanti, S.Farm",thamrinana@hotmail.com,(0011) 553-3552
S0336,Upik Wahyuni,alambana80@gmail.com,+62 (509) 744 5434
S0364,Tantri Prasetyo,ssamosir@yahoo.com,+62 (852) 403-1304
S0406,"R. Padmi Prabowo, S.Gz",kurnia44@yahoo.com,+62 (0092) 765-9321
S0272,Dr. Cemeti Wibowo,hardanahidayat@hotmail.com,(0954) 089 6815
S0047,Salwa Iswahyudi,arsipatrahartati@yahoo.com,(0008) 022-0062
S0141,Ibrani Samosir,daliminhidayanto@hotmail.com,+62 (039) 182-6237
S0207,Victoria Rahimah,baktionorajasa@gmail.com,+62 (0631) 772-1424
S0311,Citra Salahudin,citramayasari@yahoo.com,(0678) 013-2027
S0469,"Sakura Wulandari, S.Psi",rendypuspasari@hotmail.com,+62 (046) 426 7764
S0149,Anita Tarihoran,maya84@gmail.com,(009) 998-8105
S0309,Ganep Megantara,oskaryolanda@hotmail.com,+62-065-835-0369
S0208,Padma Rajasa,budiyantolanang@yahoo.com,(0763) 371 6643
S0365,Heru Haryanti,suryatmidanang@hotmail.com,+62 (007) 644 5319
S0208,Padma Rajasa,budiyantolanang@yahoo.com,(0763) 371 6643
S0181,Uli Waluyo,eka64@yahoo.com,+62 (97) 934-3579
S0119,Drs. Malika Wijaya,nasim68@gmail.com,+62 (0904) 751-8158
S0233,Queen Andriani,argono30@hotmail.com,(029) 960-9030
S0108,"Elma Puspasari, M.TI.",fmarpaung@hotmail.com,0836616769
S0404,Hafshah Andriani,akarsana00@gmail.com,+62 (48) 653-2175
S0237,Febi Rahayu,elmairawan@hotmail.com,0866609353
S0236,Latika Laksita,bakiadihutapea@yahoo.com,0848061088
S0482,Sutan Johan Permata,astutiprayitna@yahoo.com,083 567 7036
S0371,Cut Amalia Mustofa,jlatupono@yahoo.com,+62 (0077) 836-5095
S0124,"Baktiadi Waskita, M.M.",jailaniyusuf@gmail.com,081 043 1655
S0388,Zizi Puspita,cagerirawan@yahoo.com,+62 (99) 877 1968
S0149,Anita Tarihoran,maya84@gmail.com,(009) 998-8105
S0469,"Sakura Wulandari, S.Psi",rendypuspasari@hotmail.com,+62 (046) 426 7764
S0007,"Jessica Wacana, S.I.Kom",kayla75@hotmail.com,+62 (45) 051-1767
S0402,"R. Bella Maulana, M.TI.",aryaniibrani@yahoo.com,+62 (024) 355-8841
S0497,"drg. Kawaca Widiastuti, S.Gz",dindauwais@yahoo.com,0868227267
S0098,T. Jail Januar,qpermata@hotmail.com,+62 (04) 720 2163
S0065,H. Adhiarja Purwanti,tarihoranteguh@yahoo.com,+62 (034) 740-3615
S0144,Zahra Permadi,arisyuniar@hotmail.com,+62 (0178) 310-1747
S0274,Budi Maulana,salahudinjaswadi@gmail.com,+62 (0869) 628-4884
S0153,"Dwi Situmorang, M.TI.",winarnowaluyo@yahoo.com,+62-36-470-7749
S0229,Sutan Tasdik Hardiansyah,lantar35@gmail.com,+62 (0655) 073-5256
S0457,"Bancar Maryadi, S.Sos",awinarsih@yahoo.com,+62 (905) 273 6987
S0486,Gamani Permata,wasitaraden@gmail.com,(0084) 115 2124
S0483,Ellis Wibisono,hidayatemin@hotmail.com,+62-09-118-0683
S0437,Dr. Endra Saefullah,cakrabirawa51@yahoo.com,(003) 804-4928
S0069,Cawuk Simbolon,mmandala@yahoo.com,+62 (61) 829-5574
S0384,"T. Galuh Saragih, M.Pd",paulin01@hotmail.com,+62 (808) 768 2497
S0251,Devi Suryono,ozyhariyah@hotmail.com,+62 (061) 006-2750
S0345,drg. Hendra Susanti,sinaganaradi@gmail.com,+62-49-201-6955
S0328,Tira Manullang,mahfudhutagalung@yahoo.com,+62 (405) 960-2132
S0368,"Kuncara Wibowo, S.H.",uyainahgangsar@hotmail.com,+62 (771) 564-1434
S0354,Mila Usamah,marsudiaryani@yahoo.com,0879120784
S0146,Halima Hasanah,atmahutapea@yahoo.com,+62 (699) 452 6141
S0168,Saka Marbun,haryantokurnia@gmail.com,080 630 0068
S0113,Jamalia Nababan,lwinarno@gmail.com,(0638) 949-6567
S0283,Raisa Mardhiyah,enainggolan@hotmail.com,+62 (0616) 840 5728
S0355,"Harsanto Kuswoyo, S.E.",waluyo66@yahoo.com,+62 (072) 023-9279
S0494,"Mahdi Kurniawan, M.Kom.",emin53@yahoo.com,(0160) 168-2825
S0300,R.A. Wirda Susanti,kusumoempluk@gmail.com,(051) 093-1830
S0256,Tgk. Arsipatra Wahyudin,hafshahmanullang@hotmail.com,(011) 436 5487
S0405,Nadine Hasanah,pmansur@gmail.com,+62 (029) 755-5944
S0061,"Karimah Putra, S.E.",malika08@gmail.com,(016) 433-2412
S0199,Taufik Latupono,suryonoella@hotmail.com,+62 (0800) 497-0978
S0358,R. Wulan Suartini,titin71@gmail.com,+62 (897) 483-9744
S0220,Ulva Mandala,yyolanda@yahoo.com,+62 (72) 294-8352
S0344,"R.M. Jais Andriani, S.Farm",bpangestu@hotmail.com,(0990) 918-2921
S0434,Asirwada Hutapea,safitriwakiman@hotmail.com,(0951) 697 4546
S0452,"Puti Fitriani Gunawan, S.E.I",csafitri@gmail.com,+62 (47) 323-3161
S0227,KH. Asman Prabowo,fyuliarti@hotmail.com,+62-25-047-1127
S0245,Kuncara Pudjiastuti,wastutilukman@hotmail.com,+62-0223-476-4412
S0344,"R.M. Jais Andriani, S.Farm",bpangestu@hotmail.com,(0990) 918-2921
S0421,Vivi Prasetya,bagusuyainah@hotmail.com,+62 (0442) 270-6801
S0283,Raisa Mardhiyah,enainggolan@hotmail.com,+62 (0616) 840 5728
S0247,Balijan Ramadan,qhakim@yahoo.com,0859959241
S0368,"Kuncara Wibowo, S.H.",uyainahgangsar@hotmail.com,+62 (771) 564-1434
S0368,"Kuncara Wibowo, S.H.",uyainahgangsar@hotmail.com,+62 (771) 564-1434
S0089,Dariati Maheswara,galuhnatsir@yahoo.com,(030) 217 4217
S0225,Sutan Hasta Riyanti,budilaksmiwati@gmail.com,(093) 952 2875
S0236,Latika Laksita,bakiadihutapea@yahoo.com,0848061088
S0170,Oskar Sirait,pradanakurnia@yahoo.com,+62 (054) 468 2487
S0116,Dt. Alambana Damanik,hairyanto75@yahoo.com,088 827 7189
S0392,Violet Suartini,taswirkusmawati@yahoo.com,(0397) 221-5790
S0344,"R.M. Jais Andriani, S.Farm",bpangestu@hotmail.com,(0990) 918-2921
S0442,Ida Novitasari,bmulyani@hotmail.com,+62 (22) 949 3182
S0032,Galiono Wibisono,vimanusamah@yahoo.com,+62-25-782-9439
S0057,Bahuwirya Astuti,kajen01@hotmail.com,+62 (0311) 014-9652
S0107,"Yani Pranowo, S.Kom",prabowo05@gmail.com,+62 (008) 519-1560
S0189,"T. Galih Uyainah, S.Pt",irawankusuma@hotmail.com,+62-0976-796-7499
S0217,"Jasmani Wastuti, S.Farm",esinaga@hotmail.com,+62 (838) 806-5469
S0061,"Karimah Putra, S.E.",malika08@gmail.com,(016) 433-2412
S0077,"Rafi Hutagalung, S.E.I",ltarihoran@hotmail.com,+62 (0960) 764-5834
S0070,Kani Wijayanti,yolandajagaraga@yahoo.com,+62-99-879-8402
S0346,Galak Mansur,mustofawulandari@gmail.com,(0558) 805 7597
S0428,Olga Andriani,cemani13@hotmail.com,+62 (82) 338 8435
S0183,Puti Fitriani Usamah,nasyidahbahuraksa@gmail.com,+62 (076) 184-2191
S0453,Lidya Saptono,lurhuranggriawan@gmail.com,+62-048-556-7301
S0486,Gamani Permata,wasitaraden@gmail.com,(0084) 115 2124
S0400,"Murti Pangestu, S.IP",shidayanto@gmail.com,+62 (29) 067-1496
S0162,Lintang Rajasa,cagak13@hotmail.com,+62-381-845-6086
S0183,Puti Fitriani Usamah,nasyidahbahuraksa@gmail.com,+62 (076) 184-2191
S0173,"Dr. Galih Yulianti, M.TI.",mansuryosef@gmail.com,+62 (713) 699 3602
S0047,Salwa Iswahyudi,arsipatrahartati@yahoo.com,(0008) 022-0062
S0246,Luluh Wulandari,jprastuti@hotmail.com,(0498) 126 7856
S0206,Melinda Hidayanto,mardhiyahirma@gmail.com,+62-066-477-9439
S0259,Hamima Laksita,anastasia93@gmail.com,084 286 3750
S0407,"Dr. Jasmin Suryatmi, S.Sos",atma36@hotmail.com,+62 (088) 435-3509
S0120,"Ir. Narji Sihombing, S.T.",nadine87@gmail.com,+62 (0199) 067-2518
S0267,Prakosa Saragih,astutijaka@gmail.com,+62 (0556) 649-3969
S0339,"Yulia Sirait, S.Gz",raditsimbolon@hotmail.com,+62 (271) 621 3412
S0240,"dr. Oni Lailasari, S.Gz",jokositumorang@yahoo.com,+62-0588-950-7688
S0018,Gandi Pertiwi,balidinmaheswara@gmail.com,+62 (094) 098 3803
S0149,Anita Tarihoran,maya84@gmail.com,(009) 998-8105
S0274,Budi Maulana,salahudinjaswadi@gmail.com,+62 (0869) 628-4884
S0480,"Drs. Novi Situmorang, M.TI.",smaulana@yahoo.com,+62 (066) 931 4307
S0455,"Dr. Mahfud Agustina, S.Pd",dewi06@gmail.com,+62-847-801-5153
S0222,Edi Halim,kayunnababan@hotmail.com,+62 (026) 771 5532
S0005,"Okta Purnawati, S.Farm",wasitacandra@hotmail.com,+62 (027) 997 6053
S0287,"Puti Kania Nurdiyanti, S.Kom",irawanbakda@yahoo.com,(0636) 328 7454
S0082,Devi Dongoran,kamidin87@hotmail.com,+62 (006) 819-7920
S0204,Sarah Prasetya,ynarpati@yahoo.com,+62 (878) 978-6710
S0195,"Sutan Gaman Maulana, S.Pd",xmaryati@hotmail.com,082 280 6622
S0138,Harjaya Mandala,farahkusumo@yahoo.com,+62-50-804-6570
S0496,Ana Utami,nurainipangeran@hotmail.com,0877268021
S0135,Puput Saragih,padmawasita@yahoo.com,+62 (0215) 996-3212
S0230,Silvia Hasanah,corneliasuryono@hotmail.com,+62-031-941-6315
S0019,"Sutan Enteng Riyanti, M.Kom.",marsito73@yahoo.com,+62 (0493) 519-4469
S0121,Capa Utama,usamahpatricia@yahoo.com,+62-114-446-6044
S0197,"Wulan Halimah, S.Pt",cindy19@hotmail.com,+62 (0350) 257 6522
S0121,Capa Utama,usamahpatricia@yahoo.com,+62-114-446-6044
S0178,"Jelita Susanti, S.E.",rafisihombing@hotmail.com,(0854) 297 6051
S0016,"Diana Maryati, M.Ak",chandradongoran@yahoo.com,+62 (951) 132 7116
S0477,Harjaya Santoso,yusuf03@yahoo.com,+62 (0311) 388-6640
S0400,"Murti Pangestu, S.IP",shidayanto@gmail.com,+62 (29) 067-1496
S0469,"Sakura Wulandari, S.Psi",rendypuspasari@hotmail.com,+62 (046) 426 7764
S0499,Kamidin Winarsih,kemal05@gmail.com,+62-059-681-5003
S0244,R.M. Ismail Nainggolan,zulaikaparis@yahoo.com,+62 (0281) 698 1027
S0201,"Hj. Vanya Wasita, S.I.Kom",vickykusmawati@gmail.com,(0977) 790 1178
S0116,Dt. Alambana Damanik,hairyanto75@yahoo.com,088 827 7189
S0113,Jamalia Nababan,lwinarno@gmail.com,(0638) 949-6567
S0092,Cawuk Situmorang,kembawahyuni@hotmail.com,+62-087-666-1108
S0017,Olga Hardiansyah,kamal11@yahoo.com,+62-008-327-9016
S0496,Ana Utami,nurainipangeran@hotmail.com,0877268021
S0215,Hamima Thamrin,qkuswandari@hotmail.com,+62-09-806-3782
S0481,Mila Gunawan,cagak44@hotmail.com,+62-061-625-1898
S0305,Cut Ina Hidayat,mumpuni31@gmail.com,+62 (0563) 512 5563
S0071,Olivia Yuniar,opanwasita@hotmail.com,087 763 7743
S0059,Wisnu Handayani,waluyogandi@hotmail.com,(0950) 652-3202
S0029,"Cinta Yuliarti, S.Farm",viman31@gmail.com,+62-47-223-7324
S0472,Farah Suryono,prasetyo73@hotmail.com,+62-029-019-6787
S0479,Hendra Melani,argono30@hotmail.com,+62-0976-998-5774
S0301,dr. Lalita Pudjiastuti,suryatmigalak@gmail.com,(090) 388 7633
S0002,"Jelita Irawan, S.Ked",agnessaputra@yahoo.com,(0711) 678 9718
S0150,"Dt. Balamantri Siregar, S.Pd",qwastuti@yahoo.com,+62-0156-002-8543
S0383,Nasim Rajata,shalimah@gmail.com,+62 (70) 622 7745
S0128,"Saiful Salahudin, M.Pd",ayu94@hotmail.com,+62 (0682) 957 0440
S0164,"KH. Elvin Hardiansyah, S.Kom",yunita53@yahoo.com,0806673419
S0001,Tasnim Fujiati,saragihalika@hotmail.com,+62 (914) 912-3957
S0485,Dt. Dalimin Nababan,vinsen81@gmail.com,080 413 9805
S0013,Upik Anggraini,sprakasa@yahoo.com,+62 (69) 724-9862
S0395,Harsana Wasita,mahendraartanto@hotmail.com,(0267) 811 3460
S0095,"Cut Diah Mayasari, S.IP",saka69@yahoo.com,+62-29-756-2146
S0236,Latika Laksita,bakiadihutapea@yahoo.com,0848061088
S0339,"Yulia Sirait, S.Gz",raditsimbolon@hotmail.com,+62 (271) 621 3412
S0285,H. Artawan Riyanti,asirwanda60@gmail.com,086 410 9991
S0309,Ganep Megantara,oskaryolanda@hotmail.com,+62-065-835-0369
S0305,Cut Ina Hidayat,mumpuni31@gmail.com,+62 (0563) 512 5563
S0264,Jamalia Riyanti,dindawasita@hotmail.com,(043) 880 2214
S0158,"Cut Tira Suryatmi, S.Gz",csiregar@yahoo.com,+62 (52) 302-7504
S0126,R. Farah Pratiwi,marsitomandasari@hotmail.com,+62 (22) 471 3503
S0399,Arta Wahyudin,alikapurnawati@gmail.com,+62 (083) 995-1328
S0089,Dariati Maheswara,galuhnatsir@yahoo.com,(030) 217 4217
S0312,Hamzah Handayani,prasetyateddy@yahoo.com,081 029 6715
S0350,Paramita Hasanah,primaramadan@yahoo.com,+62-342-518-6598
S0292,Kanda Maulana,rahman15@yahoo.com,+62 (075) 994-1147
S0279,"Cut Jelita Lazuardi, S.I.Kom",ohutagalung@gmail.com,+62 (0883) 087 0561
S0118,"Drs. Setya Pudjiastuti, S.Pd",ousamah@gmail.com,+62-106-765-7070
S0149,Anita Tarihoran,maya84@gmail.com,(009) 998-8105
S0059,Wisnu Handayani,waluyogandi@hotmail.com,(0950) 652-3202
S0280,Cut Puspa Prasetyo,uwaluyo@hotmail.com,+62-35-504-0489
S0108,"Elma Puspasari, M.TI.",fmarpaung@hotmail.com,0836616769
S0125,Jatmiko Anggraini,galar61@yahoo.com,0842297269
S0115,"Lala Pangestu, M.M.",zsimanjuntak@hotmail.com,0811429903
S0408,Yuni Najmudin,cahyabudiyanto@hotmail.com,+62-374-793-8190
S0265,Julia Sinaga,wanipranowo@yahoo.com,+62 (33) 921-4932
S0214,Karimah Kuswandari,fmayasari@gmail.com,+62-009-687-9325
S0049,Mustofa Purwanti,yunita02@gmail.com,(068) 050 5271
S0014,Ciaobella Habibi,vpalastri@gmail.com,+62-116-509-1336
S0331,"dr. Usyi Pangestu, S.I.Kom",rprakasa@gmail.com,+62-52-718-8350
S0480,"Drs. Novi Situmorang, M.TI.",smaulana@yahoo.com,+62 (066) 931 4307
S0477,Harjaya Santoso,yusuf03@yahoo.com,+62 (0311) 388-6640
S0204,Sarah Prasetya,ynarpati@yahoo.com,+62 (878) 978-6710
S0219,Hilda Ramadan,gaiman02@hotmail.com,+62 (0297) 410 7685
S0077,"Rafi Hutagalung, S.E.I",ltarihoran@hotmail.com,+62 (0960) 764-5834
S0494,"Mahdi Kurniawan, M.Kom.",emin53@yahoo.com,(0160) 168-2825
S0161,Gatra Wijayanti,malik58@gmail.com,+62 (0147) 279 6603
S0264,Jamalia Riyanti,dindawasita@hotmail.com,(043) 880 2214
S0315,Dono Dabukke,hsuartini@gmail.com,(011) 733 0514
S0202,"Paulin Gunarto, S.E.I",maryatigada@yahoo.com,(0905) 704 4750
S0293,Irma Wulandari,windalestari@yahoo.com,+62 (34) 674-8014
S0124,"Baktiadi Waskita, M.M.",jailaniyusuf@gmail.com,081 043 1655
S0500,"Tgk. Mala Prakasa, S.Pd",niyaga35@yahoo.com,(027) 734-1578
S0299,Faizah Hidayanto,gaduhrajata@yahoo.com,+62 (760) 180-2917
S0277,Upik Haryanti,zahra40@yahoo.com,+62-705-677-3233
S0440,"Drs. Ira Sihombing, S.H.",oliva56@yahoo.com,(093) 117 1566
S0424,Jefri Nurdiyanti,whutasoit@hotmail.com,+62-102-172-5657
S0106,Intan Yulianti,hastutigadang@gmail.com,+62 (0923) 069 7786
S0340,Usman Tarihoran,galak80@hotmail.com,(0862) 784-7475
S0407,"Dr. Jasmin Suryatmi, S.Sos",atma36@hotmail.com,+62 (088) 435-3509
S0193,Edward Hidayat,tugiman34@hotmail.com,(081) 901-2599
S0408,Yuni Najmudin,cahyabudiyanto@hotmail.com,+62-374-793-8190
S0186,"Edison Maheswara, S.T.",nalar54@hotmail.com,+62-083-081-7215
S0460,Fitriani Nugroho,sudiatielvina@yahoo.com,+62 (213) 995-7865
S0260,Galar Simbolon,putrareksa@gmail.com,(0361) 357-3527
S0450,Silvia Ramadan,omayasari@gmail.com,+62 (065) 907 6157
S0082,Devi Dongoran,kamidin87@hotmail.com,+62 (006) 819-7920
S0135,Puput Saragih,padmawasita@yahoo.com,+62 (0215) 996-3212
S0302,Tgk. Hesti Lazuardi,usyinurdiyanti@hotmail.com,086 860 7877
S0271,"Kayla Wijayanti, M.Ak",margana27@hotmail.com,+62-056-231-4037
S0327,Ajeng Wahyuni,hanimahendra@gmail.com,+62 (80) 726-9775
S0436,Titin Prayoga,mandasarikarja@yahoo.com,0812663419
S0156,Tgk. Karimah Saefullah,jyuniar@yahoo.com,088 369 5581
S0423,R.M. Danu Purwanti,nyoman47@yahoo.com,+62 (903) 731 3551
S0004,Indah Sihombing,vmarpaung@hotmail.com,+62 (087) 511-0540
S0447,"Ir. Zelaya Tampubolon, M.TI.",mardhiyahfathonah@gmail.com,(0969) 962-9219
S0310,"Nadia Simbolon, M.Pd",ksimbolon@yahoo.com,+62 (545) 511-0486
S0433,Ika Marpaung,simbolonpia@hotmail.com,+62 (41) 544-4438
S0248,Dr. Harto Utami,baguswastuti@yahoo.com,+62 (003) 078-9459
S0228,Mulyono Hutapea,ltampubolon@yahoo.com,(013) 985-8625
S0091,Hj. Eva Nugroho,yolandaedison@gmail.com,+62-0222-852-1915
S0497,"drg. Kawaca Widiastuti, S.Gz",dindauwais@yahoo.com,0868227267
S0063,dr. Carla Palastri,zulkarnainsaiful@yahoo.com,+62-076-141-4859
S0130,"Ilsa Megantara, M.Ak",jailanihilda@gmail.com,+62 (74) 936 2783
S0344,"R.M. Jais Andriani, S.Farm",bpangestu@hotmail.com,(0990) 918-2921
S0324,Cut Ina Widodo,panca47@yahoo.com,+62-008-115-5690
S0407,"Dr. Jasmin Suryatmi, S.Sos",atma36@hotmail.com,+62 (088) 435-3509
S0301,dr. Lalita Pudjiastuti,suryatmigalak@gmail.com,(090) 388 7633
S0085,Wisnu Pradana,dongoranzelaya@hotmail.com,+62-0159-395-7182
S0302,Tgk. Hesti Lazuardi,usyinurdiyanti@hotmail.com,086 860 7877
S0314,Citra Suartini,msaputra@yahoo.com,+62-025-717-3147
S0150,"Dt. Balamantri Siregar, S.Pd",qwastuti@yahoo.com,+62-0156-002-8543
S0245,Kuncara Pudjiastuti,wastutilukman@hotmail.com,+62-0223-476-4412
S0138,Harjaya Mandala,farahkusumo@yahoo.com,+62-50-804-6570
S0107,"Yani Pranowo, S.Kom",prabowo05@gmail.com,+62 (008) 519-1560
S0182,Darimin Kuswoyo,elvina63@gmail.com,+62 (160) 259-5531
S0084,Rama Tampubolon,karmarajata@hotmail.com,+62-00-644-5151
S0033,"Nrima Safitri, S.Kom",kambali74@gmail.com,+62-37-625-5772
S0381,Putri Tarihoran,ukuswoyo@yahoo.com,+62 (077) 857-0661
S0112,Fathonah Maulana,respatimandasari@hotmail.com,+62 (086) 212 3171
S0360,"Martani Samosir, M.TI.",ysantoso@gmail.com,+62 (573) 506 4335
S0100,Alika Mansur,flaksita@yahoo.com,+62-0052-202-2742
S0464,Tania Marpaung,qhutagalung@gmail.com,(044) 588-7124
S0099,"Hj. Rahmi Budiyanto, M.Ak",gaimandongoran@hotmail.com,+62-030-684-9275
S0086,Agnes Nainggolan,klaksmiwati@gmail.com,+62-55-845-0129
S0043,Karta Najmudin,kalim90@hotmail.com,+62-0641-417-3293
S0280,Cut Puspa Prasetyo,uwaluyo@hotmail.com,+62-35-504-0489
S0112,Fathonah Maulana,respatimandasari@hotmail.com,+62 (086) 212 3171
S0351,Makuta Mayasari,iriana81@yahoo.com,+62 (01) 663 9733
S0069,Cawuk Simbolon,mmandala@yahoo.com,+62 (61) 829-5574
S0198,Hani Gunarto,unggulwulandari@yahoo.com,(0488) 106 7965
S0414,Tgk. Kurnia Mansur,laraspermata@hotmail.com,+62-81-144-9402
S0185,Almira Rahmawati,wardaya28@yahoo.com,+62 (042) 572-8474
S0422,"Puti Cinta Mandala, S.I.Kom",kasiranhariyah@yahoo.com,(0228) 403 4014
S0260,Galar Simbolon,putrareksa@gmail.com,(0361) 357-3527
S0228,Mulyono Hutapea,ltampubolon@yahoo.com,(013) 985-8625
S0045,dr. Anggabaya Narpati,cdabukke@gmail.com,(0693) 696-4505
S0435,"Kayla Dongoran, S.Kom",yolandajagaraga@hotmail.com,+62-063-895-7304
S0195,"Sutan Gaman Maulana, S.Pd",xmaryati@hotmail.com,082 280 6622
S0467,H. Ajiman Prasasta,prayogadarmanto@hotmail.com,+62 (056) 334-9561
S0023,"Aisyah Mardhiyah, S.T.",endahsafitri@hotmail.com,(0301) 083-8053
S0326,Tgk. Gandi Lailasari,ina59@hotmail.com,(054) 288-0879
S0415,Gamanto Setiawan,owijaya@yahoo.com,+62 (053) 367-3619
S0128,"Saiful Salahudin, M.Pd",ayu94@hotmail.com,+62 (0682) 957 0440
S0391,Mutia Permadi,namagasurya@hotmail.com,0862845244
S0083,"Jaswadi Mandala, M.TI.",dewi87@hotmail.com,+62 (094) 099-3682
S0035,Dasa Maulana,fujiatieman@gmail.com,+62-0248-219-8111
S0090,"Mustika Yuniar, S.Ked",khidayanto@yahoo.com,080 529 3270
S0225,Sutan Hasta Riyanti,budilaksmiwati@gmail.com,(093) 952 2875
S0025,Prayoga Irawan,wastutizahra@yahoo.com,+62 (040) 123-1860
S0470,Rahayu Napitupulu,tprastuti@gmail.com,082 255 3751
S0122,Bagya Namaga,nasyidahopan@hotmail.com,(0224) 073 0446
S0140,Cagak Halim,atma14@hotmail.com,+62 (0959) 104 2123
S0062,"Hj. Ana Mansur, S.T.",zlestari@gmail.com,(0070) 544-8744
S0278,Daruna Megantara,gawatiusamah@hotmail.com,+62-443-415-3970
S0443,Ajeng Tamba,vanesanashiruddin@yahoo.com,+62-515-860-7818
S0041,R. Viman Prasetya,hwibisono@hotmail.com,081 587 6304
S0186,"Edison Maheswara, S.T.",nalar54@hotmail.com,+62-083-081-7215
S0185,Almira Rahmawati,wardaya28@yahoo.com,+62 (042) 572-8474
S0111,Endah Nurdiyanti,tira16@gmail.com,(025) 974-3930
S0456,Almira Permata,dprabowo@hotmail.com,(0748) 953-0551
S0150,"Dt. Balamantri Siregar, S.Pd",qwastuti@yahoo.com,+62-0156-002-8543
S0171,Tania Wastuti,rizki06@yahoo.com,+62 (392) 462-6501
S0499,Kamidin Winarsih,kemal05@gmail.com,+62-059-681-5003
S0058,H. Nyana Suryatmi,baktionorajata@gmail.com,+62-70-544-1450
S0466,Lantar Pranowo,ghani49@gmail.com,+62-0213-303-1390
S0395,Harsana Wasita,mahendraartanto@hotmail.com,(0267) 811 3460
S0289,"Puti Belinda Wijaya, S.H.",eriyanti@yahoo.com,+62 (0312) 713-8993
S0070,Kani Wijayanti,yolandajagaraga@yahoo.com,+62-99-879-8402
S0370,"R. Bakiman Permata, S.Ked",agustinayani@hotmail.com,(0023) 283 5105
S0273,Damu Mulyani,usamahlaksana@gmail.com,+62 (002) 192 7841
S0439,Kunthara Hutasoit,winarsihmulya@hotmail.com,0887814001
