,company_ID,company_name,company_pic,company_address,company_phone,company_email,company_field,transaction_date,level_training_process,purchasing_time_patterns,number_of_participants,group,total_payment,satisfaction,communication_channel,complaints,communication_quality,possibility_of_purchasing_the_same_training,frequency_engagement,brand_sustainability,rating_training,tren_mode_factor,interest_in_discount_program,training_ID,trainer_name,training_total_meetings,training_price,discount_training,training_type,training_name,cross_selling,upselling
1751,P1752,UD Nainggolan Suryono Tbk,"Gilda Hassanah, S.T.","Jl. Rawamangun No. 45
Pangkalpinang, Aceh 42804",(0518) 708 8863,asman59@example.com,Pendidikan,2024-10-17,4,peristiwa khusus,14,Group,63600000.0,5,social media,positif,bagus,55,9,4,5,Ya,4,B1752,Haris,17,10000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1752,P1753,PT Maryadi Tbk,"Hani Wibisono, S.Farm","Gg. Pasirkoja No. 7
Cilegon, Kepulauan Bangka Belitung 69665",+62 (587) 317 2837,bagusmaryadi@example.com,Konstruksi,2024-10-18,4,diskon,5,Group,58300000.0,5,social media,positif,bagus,59,9,3,3,Ya,4,B1753,Rian,11,7000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1753,P1754,PT Suryatmi,Latika Ardianto,"Gg. Medokan Ayu No. 602
Surakarta, SG 01857",+62 (55) 254-0151,asaragih@example.com,"Pertanian, Kehutanan dan Perikanan",2024-10-19,4,musiman,12,Group,53000000.0,5,social media,positif,bagus,55,9,3,5,Ya,4,B1754,Ibun,17,7000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1754,P1755,PT Yuniar Maheswara,Citra Hakim,"Jalan Abdul Muis No. 129
Padangpanjang, BT 04476",0846470947,kani07@example.net,Pendidikan,2024-10-20,4,musiman,8,Group,63600000.0,5,social media,netral,bagus,56,8,3,4,Ya,4,B1755,Haris,13,9000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1755,P1756,PD Prasetyo Situmorang Tbk,Kurnia Hartati,"Jl. Indragiri No. 542
Jambi, Kepulauan Riau 67109",(0519) 211-4293,wadi40@example.org,Aktivitas Keuangan dan Asuransi,2024-10-21,4,peristiwa khusus,13,Group,58300000.0,4,social media,positif,sedang,59,9,4,5,Ya,4,B1756,Alam,17,7000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1756,P1757,PT Thamrin Padmasari,Gatra Maheswara,"Gang Stasiun Wonokromo No. 0
Sukabumi, BA 32843",+62-847-813-0420,lhidayat@example.com,"Aktivitas Profesional, Ilmiah Dan Teknis",2024-10-22,4,diskon,3,Group,63600000.0,5,social media,positif,sedang,57,8,4,3,Ya,3,B1757,Ibun,11,11000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1757,P1758,Perum Laksmiwati Tbk,Puti Prakasa,"Jalan Pasteur No. 9
Kupang, Kalimantan Selatan 39526",(015) 124-2059,pratamamichelle@example.org,Aktivitas Keuangan dan Asuransi,2024-10-23,4,musiman,7,Group,50600000.0,5,phone,positif,sedang,57,8,3,3,Ya,3,B1758,Ibun,13,6000000,33,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1758,P1759,PT Haryanto,Emong Haryanti,"Jalan Jamika No. 1
Kota Administrasi Jakarta Utara, SB 04935",080 190 1497,lamarsaptono@example.net,Pendidikan,2024-10-24,4,musiman,6,Group,63600000.0,4,phone,netral,bagus,56,9,3,3,Ya,3,B1759,Haris,11,10000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1759,P1760,UD Hassanah Saragih (Persero) Tbk,Ratna Wibisono,"Jl. M.H Thamrin No. 88
Gorontalo, Jawa Tengah 84264",+62 (004) 344 9552,nashiruddinwarsita@example.net,"Treatment Air, Treatment Air Limbah, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi",2024-10-25,4,peristiwa khusus,18,Group,53000000.0,5,social media,positif,bagus,56,8,3,4,Ya,3,B1760,Ibun,17,7000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1760,P1761,PT Hastuti Sinaga (Persero) Tbk,Aurora Suryono,"Gang W.R. Supratman No. 8
Pagaralam, BT 78341",+62-333-717-7181,farahagustina@example.net,Konstruksi,2024-10-26,4,musiman,5,Group,58300000.0,4,phone,positif,bagus,55,8,3,3,Ya,3,B1761,Reza,11,11000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1761,P1762,PT Dabukke,Teddy Waskita,"Jalan Peta No. 797
Ambon, Lampung 58977",+62 (944) 384-5576,lamar83@example.org,Informasi Dan Komunikasi,2024-10-27,4,peristiwa khusus,10,Group,61600000.0,4,phone,netral,bagus,55,8,3,4,Ya,3,B1762,Haris,14,6000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1762,P1763,PT Rajasa Susanti,"Artanto Lestari, M.TI.","Jl. M.T Haryono No. 1
Tebingtinggi, Jawa Tengah 20089",+62 (747) 665 4222,maryatiraden@example.org,Pendidikan,2024-10-28,4,diskon,4,Group,56000000.0,5,social media,positif,sedang,55,8,3,2,Ya,4,B1763,Haris,8,3000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1763,P1764,UD Simanjuntak Puspasari (Persero) Tbk,"dr. Zelda Jailani, S.E.I","Gg. R.E Martadinata No. 01
Bukittinggi, Sumatera Barat 78731",(0537) 602-0942,unjanirahmawati@example.com,Pertambangan dan Penggalian,2024-10-29,4,diskon,6,Group,63600000.0,5,phone,positif,bagus,57,8,4,3,Ya,3,B1764,Iqbal,11,6000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1764,P1765,CV Iswahyudi (Persero) Tbk,Drs. Dian Budiyanto,"Gg. PHH. Mustofa No. 832
Denpasar, Bengkulu 44230",+62 (25) 357 8342,hardiansyahendah@example.com,Industri Pengolahan,2024-10-30,4,diskon,14,Group,53600000.0,5,phone,positif,bagus,58,8,4,5,Ya,3,B1765,Reza,17,11000000,33,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1765,P1766,PD Mangunsong,"R.A. Fitria Hutapea, M.Farm","Jl. Indragiri No. 814
Surakarta, KU 90022",(0384) 459-4339,parmanmaryati@example.net,Aktivitas Jasa Lainnya,2024-10-31,4,peristiwa khusus,17,Group,63600000.0,4,phone,netral,bagus,59,8,4,5,Ya,4,B1766,Rian,17,7000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1766,P1767,PT Narpati,Kawaca Maheswara,"Jalan Gedebage Selatan No. 196
Pekanbaru, LA 70744",+62 (05) 016-2915,amaheswara@example.org,Pengangkutan dan Pergudangan,2024-11-01,4,diskon,13,Group,53000000.0,5,phone,positif,bagus,55,8,3,5,Ya,4,B1767,Rian,15,5000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1767,P1768,PT Kusumo,R. Uli Sirait,"Gg. Sukajadi No. 5
Sibolga, Jawa Barat 65512",082 086 8527,uaryani@example.net,Aktivitas Rumah Tangga Sebagai Pemberi Kerja; Aktivitas Yang Menghasilkan Barang Dan Jasa Oleh Rumah Tangga yang Digunakan untuk Memenuhi Kebutuhan Sendiri,2024-11-02,4,musiman,19,Group,63600000.0,4,social media,positif,bagus,57,9,4,4,Ya,3,B1768,Reza,16,10000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1768,P1769,Perum Wijaya (Persero) Tbk,Unjani Prabowo,"Gg. Jend. A. Yani No. 2
Samarinda, RI 04541",(038) 603-5739,radikasuryono@example.com,Aktivitas Rumah Tangga Sebagai Pemberi Kerja; Aktivitas Yang Menghasilkan Barang Dan Jasa Oleh Rumah Tangga yang Digunakan untuk Memenuhi Kebutuhan Sendiri,2024-11-03,4,diskon,4,Group,58300000.0,4,phone,positif,bagus,58,8,3,3,Ya,4,B1769,Rian,11,7000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1769,P1770,Perum Prakasa Dabukke,Hj. Yance Siregar,"Gang Sukabumi No. 8
Meulaboh, Sulawesi Utara 72826",+62-273-399-8407,gamblang00@example.org,"Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan dan Penunjang Usaha Lainnya",2024-11-04,4,musiman,17,Group,53000000.0,5,phone,positif,bagus,59,9,3,5,Tidak,3,B1770,Iqbal,17,4000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1770,P1771,Perum Usada Permadi,Violet Permadi,"Jl. R.E Martadinata No. 390
Purwokerto, Kalimantan Tengah 80343",+62 (020) 531 4065,airawan@example.net,"Kesenian, Hiburan Dan Rekreasi",2024-11-05,5,diskon,8,Group,63600000.0,4,phone,positif,bagus,57,8,3,4,Ya,3,B1771,Alam,14,10000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1771,P1772,PD Prasasta (Persero) Tbk,"Maria Saefullah, S.Kom","Gang Jend. Sudirman No. 647
Pekalongan, KU 27617",+62-47-465-7441,asitompul@example.com,Pengangkutan dan Pergudangan,2024-11-06,4,diskon,3,Group,60720000.0,4,phone,positif,bagus,57,8,4,3,Tidak,4,B1772,Reza,11,11000000,33,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1772,P1773,CV Gunarto,dr. Gaiman Megantara,"Gg. Ahmad Dahlan No. 95
Tarakan, BA 96063",0890175964,kani13@example.com,Pendidikan,2024-11-07,4,diskon,3,Group,63600000.0,4,phone,positif,sedang,58,8,3,3,Ya,4,B1773,Haris,8,7000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1773,P1774,UD Rajasa (Persero) Tbk,Nova Waskita,"Jalan Dr. Djunjunan No. 2
Pasuruan, LA 88128",+62 (338) 265 9274,xrajasa@example.org,Pendidikan,2024-11-08,5,diskon,12,Group,58300000.0,4,social media,positif,bagus,55,9,4,5,Ya,3,B1774,Haris,17,10000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1774,P1775,CV Nainggolan,"Tgk. Purwanto Halimah, S.T.","Jalan Abdul Muis No. 43
Prabumulih, Papua Barat 09812",+62 (270) 647-1236,firmansyahasmuni@example.net,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,2024-11-09,4,musiman,19,Group,58300000.0,4,social media,positif,bagus,56,8,4,5,Ya,3,B1775,Haris,17,10000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1775,P1776,PT Permadi Salahudin Tbk,"Tgk. Ophelia Saptono, S.Sos","Gang Jakarta No. 98
Serang, ST 93635",+62-0385-717-6922,winarsihbaktianto@example.net,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",2024-11-10,4,musiman,18,Group,63600000.0,4,phone,positif,bagus,56,9,3,5,Ya,3,B1776,Ibun,17,7000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1776,P1777,Perum Natsir Laksita,Winda Anggraini,"Jl. Antapani Lama No. 12
Batam, Sulawesi Tenggara 76901",(008) 800 2670,teddy29@example.net,Aktivitas Rumah Tangga Sebagai Pemberi Kerja; Aktivitas Yang Menghasilkan Barang Dan Jasa Oleh Rumah Tangga yang Digunakan untuk Memenuhi Kebutuhan Sendiri,2024-11-11,4,diskon,8,Group,63600000.0,5,phone,positif,bagus,58,8,3,3,Ya,4,B1777,Rian,14,7000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1777,P1778,UD Hasanah Iswahyudi Tbk,Jindra Astuti,"Gang K.H. Wahid Hasyim No. 342
Bitung, Kalimantan Utara 98721",+62-153-190-3887,luwarzulaika@example.org,IPenyediaan Akomodasi Dan Penyediaan Makan Minum,2024-11-12,4,diskon,20,Group,53000000.0,5,phone,positif,bagus,59,9,4,5,Ya,4,B1778,Rian,15,5000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1778,P1779,UD Natsir Prasetya,"H. Limar Wijayanti, S.Ked","Jl. Cikutra Barat No. 3
Batu, KS 19710",+62-088-663-7060,gaman22@example.com,Konstruksi,2024-11-13,4,diskon,11,Group,58300000.0,5,social media,positif,sedang,55,9,3,3,Ya,3,B1779,Rian,14,8000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1779,P1780,PT Prakasa Fujiati,"Jessica Wulandari, S.H.","Jl. Sentot Alibasa No. 4
Parepare, PA 65362",+62 (520) 184-5018,yahya50@example.net,"Treatment Air, Treatment Air Limbah, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi",2024-11-14,4,diskon,4,Group,58300000.0,4,social media,positif,bagus,55,8,4,3,Ya,3,B1780,Ibun,9,3000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1780,P1781,UD Prakasa Haryanti,Vanya Astuti,"Jl. Waringin No. 7
Surabaya, Sulawesi Selatan 20098",+62-0213-919-5737,rahmi70@example.com,"Administrasi Pemerintahan, Pertahanan Dan Jaminan Sosial Wajib",2024-11-15,4,diskon,1,Group,64320000.0,5,phone,positif,bagus,59,9,4,2,Tidak,3,B1781,Iqbal,8,10000000,33,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1781,P1782,CV Prasetya Latupono,H. Setya Wijayanti,"Jalan W.R. Supratman No. 079
Kota Administrasi Jakarta Barat, Gorontalo 83658",+62-105-594-1729,qorinatsir@example.net,"Administrasi Pemerintahan, Pertahanan Dan Jaminan Sosial Wajib",2024-11-16,4,musiman,20,Group,55660000.0,5,phone,positif,bagus,57,8,3,5,Ya,3,B1782,Ibun,17,10000000,33,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1782,P1783,PT Hastuti Pradana (Persero) Tbk,Vanya Napitupulu,"Gg. Moch. Toha No. 7
Depok, LA 06178",+62-080-202-0665,situmorangelisa@example.org,IPenyediaan Akomodasi Dan Penyediaan Makan Minum,2024-11-17,4,musiman,13,Group,60720000.0,4,social media,positif,bagus,55,8,3,5,Ya,3,B1783,Reza,17,11000000,33,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1783,P1784,CV Nuraini Tbk,Indra Anggriawan,"Jalan Setiabudhi No. 381
Blitar, JI 81113",(013) 748-2359,kawayamarpaung@example.net,"Pertanian, Kehutanan dan Perikanan",2024-11-18,4,diskon,18,Group,67200000.0,5,social media,positif,sedang,56,9,3,4,Ya,4,B1784,Ibun,17,7000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1784,P1785,CV Habibi (Persero) Tbk,Paiman Padmasari,"Gg. Raya Setiabudhi No. 4
Kupang, Aceh 79195",+62 (0264) 607-2674,tantriwahyudin@example.org,"Kesenian, Hiburan Dan Rekreasi",2024-11-19,4,diskon,15,Group,53000000.0,5,social media,positif,bagus,55,8,3,5,Ya,3,B1785,Haris,16,9000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1785,P1786,PD Anggraini Tbk,Ulya Ardianto,"Gg. Pelajar Pejuang No. 0
Padang Sidempuan, SG 64530",+62-48-715-8943,nasim21@example.net,Aktivitas Jasa Lainnya,2024-11-20,4,diskon,4,Group,53000000.0,4,phone,positif,sedang,59,9,3,2,Ya,3,B1786,Rian,10,7000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1786,P1787,Perum Kuswoyo Saefullah (Persero) Tbk,Danuja Kuswoyo,"Jl. Astana Anyar No. 3
Langsa, Bengkulu 97832",+62-893-539-9809,januaranita@example.net,"Kesenian, Hiburan Dan Rekreasi",2024-11-21,4,diskon,1,Group,58300000.0,5,social media,netral,sedang,58,8,4,1,Ya,4,B1787,Alam,8,10000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1787,P1788,PT Adriansyah Tbk,"Anom Iswahyudi, M.Ak","Gang Pasirkoja No. 046
Magelang, SB 30506",082 065 1916,purwanapitupulu@example.com,Informasi Dan Komunikasi,2024-11-22,4,peristiwa khusus,11,Group,53600000.0,5,social media,positif,bagus,55,8,3,4,Ya,4,B1788,Haris,11,7000000,33,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1788,P1789,PT Nurdiyanti,"Yoga Rahayu, M.Kom.","Jalan M.H Thamrin No. 8
Purwokerto, DKI Jakarta 03965",+62 (093) 337 7202,mustofauyainah@example.org,Pendidikan,2024-11-23,4,diskon,2,Group,53000000.0,4,phone,positif,sedang,59,8,3,1,Tidak,4,B1789,Haris,8,5000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1789,P1790,Perum Mandasari,Nilam Zulkarnain,"Jalan M.T Haryono No. 6
Samarinda, JA 30134",(055) 774 3581,bagiyasuryatmi@example.com,Informasi Dan Komunikasi,2024-11-24,5,diskon,5,Group,63600000.0,4,social media,netral,bagus,59,9,3,3,Ya,4,B1790,Haris,11,10000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1790,P1791,Perum Kuswandari Wijaya (Persero) Tbk,Cengkal Nuraini,"Gang Ciwastra No. 61
Bogor, Jawa Tengah 36475",+62 (0490) 716 3060,darmanto53@example.com,Aktivitas Jasa Lainnya,2024-11-25,5,diskon,15,Group,53000000.0,5,social media,netral,bagus,57,8,4,5,Ya,4,B1791,Rian,14,4000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1791,P1792,CV Jailani,"R.M. Arsipatra Manullang, S.Gz","Gg. Pelajar Pejuang No. 403
Palembang, SU 79229",+62 (073) 666-3438,pudjiastutiabyasa@example.org,Aktivitas Jasa Lainnya,2024-11-26,4,peristiwa khusus,7,Group,53000000.0,5,phone,netral,bagus,58,8,3,4,Ya,3,B1792,Rian,14,7000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1792,P1793,PD Suartini Iswahyudi,"Dt. Ivan Dabukke, S.T.","Gg. Otto Iskandardinata No. 867
Makassar, SU 87159",+62 (967) 946-2663,dian10@example.org,"Administrasi Pemerintahan, Pertahanan Dan Jaminan Sosial Wajib",2024-11-27,4,diskon,20,Group,58300000.0,4,social media,netral,sedang,58,8,4,5,Ya,3,B1793,Ibun,17,10000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1793,P1794,Perum Tampubolon,"Baktianto Hutasoit, S.T.","Gg. Gegerkalong Hilir No. 9
Gorontalo, Jawa Timur 12082",+62 (0574) 711 7282,ramasaputra@example.org,Aktivitas Keuangan dan Asuransi,2024-11-28,4,diskon,6,Group,58300000.0,4,social media,positif,bagus,58,9,3,3,Tidak,4,B1794,Ibun,11,4000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1794,P1795,PD Maulana Tbk,Cemeti Hastuti,"Gang Soekarno Hatta No. 82
Banda Aceh, ST 41692",(0410) 228 7374,gunawaneva@example.org,"Treatment Air, Treatment Air Limbah, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi",2024-11-29,4,diskon,5,Group,58300000.0,5,phone,positif,bagus,58,9,3,3,Ya,4,B1795,Ibun,8,4000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1795,P1796,CV Kusmawati,Tgk. Sadina Utama,"Gg. Kutai No. 1
Parepare, ST 16107",+62 (074) 450 0602,rsudiati@example.org,Pertambangan dan Penggalian,2024-11-30,4,peristiwa khusus,15,Group,58300000.0,5,social media,positif,bagus,56,9,4,5,Ya,3,B1796,Iqbal,17,11000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1796,P1797,PT Mangunsong Tbk,Dr. Ayu Manullang,"Jl. Cikapayang No. 20
Kediri, Gorontalo 60258",(055) 695 3813,friyanti@example.com,Pengangkutan dan Pergudangan,2024-12-01,4,musiman,5,Group,58300000.0,4,social media,netral,bagus,59,9,3,3,Ya,3,B1797,Reza,11,11000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1797,P1798,Perum Sihombing,"Cut Fathonah Mayasari, M.Kom.","Jalan Asia Afrika No. 29
Sabang, KT 38308",+62 (006) 011-3566,ksudiati@example.com,Pendidikan,2024-12-02,5,peristiwa khusus,10,Group,60720000.0,4,social media,netral,bagus,57,8,3,4,Ya,3,B1798,Haris,14,10000000,33,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1798,P1799,PT Hassanah,R.M. Mustika Megantara,"Gg. Dipatiukur No. 01
Tasikmalaya, KI 33400",+62-54-507-1966,gwidodo@example.net,IPenyediaan Akomodasi Dan Penyediaan Makan Minum,2024-12-03,4,diskon,8,Group,63600000.0,5,social media,positif,bagus,58,8,4,3,Ya,4,B1799,Lukas,14,11000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
1799,P1800,CV Damanik Tbk,"Catur Anggriawan, S.Sos","Jalan Cempaka No. 3
Cilegon, SU 60802",+62-88-372-3098,yahya37@example.net,Industri Pengolahan,2024-12-04,4,diskon,9,Group,53000000.0,4,social media,positif,bagus,56,9,4,4,Ya,4,B1800,Rian,13,6000000,30,Leadership & Managerial Series,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Modern Project Management: Combining Scrum & Sprint,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics
